Timestamp,Device ID,Device Type,Installation Date,Location ID,City,Region,Latitude,Longitude,Traffic Volume,Air Quality Index (AQI),Noise Level,Energy Consumption (kWh),Water Usage (liters),Temperature (°C),Humidity (%),Device Status,Maintenance Date,Power Outage Hours (per month),Incident Reports,Public WiFi Users,Connectivity Uptime (%),Smart Parking Spots,Road Quality Index,Device Manufacturer,Firmware Version
10-12-2024 19:14,D1302,Traffic Light,25-03-2020,L0288,Los Angeles,Hollywood,43.465574,160.331679,1055,137,96 dB,42.66,3105,8.7,51,Under Maintenance,25-11-2024,35,0,222,92.08,19,68,SmartIoT,v1.2
10-12-2024 19:33,D1303,Smart Meter,09-03-2024,L0434,New York,Manhattan,-5.780591,137.894049,951,14,93 dB,3.63,8387,32.2,99,Inactive,16-11-2023,17,10,222,94.14,19,72,SmartIoT,v1.2
10-12-2024 19:28,D1304,Parking Sensor,03-02-2023,L0088,San Francisco,Financial District,-23.380031,-134.296578,951,137,64 dB,28.46,3105,29.8,95,Inactive,16-11-2023,26,10,222,96.74,10,72,SmartIoT,v1.0
10-12-2024 19:19,D1305,Parking Sensor,11-01-2022,L0156,Los Angeles,Downtown,-18.72186,15.515231,951,137,76 dB,18.25,3105,9.2,62,Active,16-11-2023,26,5,222,90.44,24,72,SmartIoT,v1.0
10-12-2024 19:21,D1306,Parking Sensor,16-10-2021,L0600,San Francisco,Mission District,-5.109818,-168.462809,951,137,78 dB,26.26,3105,1.2,30,Under Maintenance,06-04-2024,37,3,222,93.87,16,72,UrbanTech,v1.1
10-12-2024 19:50,D1307,Public WiFi,05-12-2024,L0667,Seattle,Pioneer Square,-21.382142,-119.459614,951,137,76 dB,2.95,3105,26,60,Under Maintenance,10-11-2023,35,1,63,92.38,19,72,SmartIoT,v2.0
10-12-2024 20:02,D1308,Traffic Light,26-12-2023,L0650,Los Angeles,Hollywood,-23.494197,51.837319,335,137,85 dB,46.31,3105,32.3,72,Under Maintenance,28-06-2023,2,7,222,92.38,19,93,GreenTech,v2.0
10-12-2024 19:40,D1309,Pollution Sensor,28-03-2024,L0898,Seattle,Capitol Hill,52.469714,-14.185585,951,253,91 dB,41.08,3105,33.3,44,Inactive,16-11-2023,32,9,222,96.27,19,72,DeviceCorp,v1.0
10-12-2024 19:49,D1310,Pollution Sensor,29-11-2021,L0621,New York,Brooklyn,25.779161,174.089704,951,202,60 dB,43.01,3105,24.5,53,Active,16-11-2023,30,1,222,97.88,19,72,GreenTech,v1.1
10-12-2024 19:18,D1311,Smart Meter,18-12-2022,L0730,Miami,Brickell,-22.062658,-56.879855,951,249,52 dB,24.66,7675,26.4,88,Active,16-11-2023,7,2,222,98.1,19,72,SmartIoT,v2.1
10-12-2024 19:19,D1312,Traffic Light,22-09-2021,L0178,Los Angeles,Hollywood,26.098294,-62.30817,1035,137,66 dB,2.26,3105,6.8,96,Active,16-11-2023,2,1,222,92,19,11,SmartIoT,v1.1
10-12-2024 20:00,D1313,Smart Meter,17-10-2020,L0734,New York,Manhattan,-13.635043,-118.200612,951,76,86 dB,11.94,6157,34.8,62,Inactive,16-11-2023,17,7,222,97.56,19,72,DeviceCorp,v1.0
10-12-2024 19:41,D1314,Pollution Sensor,09-12-2024,L0758,San Francisco,Mission District,78.942914,-56.408314,951,149,87 dB,39.44,3105,-0.9,65,Under Maintenance,30-06-2024,23,9,222,97.75,19,72,DeviceCorp,v1.0
10-12-2024 19:23,D1315,Traffic Light,05-09-2021,L0462,Miami,South Beach,-89.71254,-126.352343,18,137,72 dB,16.41,3105,25.7,56,Active,16-11-2023,29,6,222,90.79,19,40,DeviceCorp,v1.0
10-12-2024 19:36,D1316,Smart Meter,08-06-2020,L0351,Los Angeles,Downtown,-25.892557,-174.189628,951,173,77 dB,11.19,354,13.2,40,Inactive,16-11-2023,21,7,222,94.54,19,72,UrbanTech,v2.0
10-12-2024 20:02,D1317,Traffic Light,25-08-2024,L0633,Miami,Brickell,-8.694076,-110.983306,135,137,74 dB,48.62,3105,23,46,Inactive,16-11-2023,5,10,222,99.79,19,4,GreenTech,v2.0
10-12-2024 19:42,D1318,Pollution Sensor,22-05-2024,L0290,Chicago,Lincoln Park,-62.195214,-98.1212,951,227,54 dB,38.12,3105,5.5,35,Under Maintenance,18-03-2024,20,4,222,90.38,19,72,SmartIoT,v1.2
10-12-2024 19:30,D1319,Smart Meter,20-12-2023,L0530,Seattle,Capitol Hill,-89.263902,-68.378931,951,146,51 dB,37.11,6742,10.2,65,Inactive,16-11-2023,12,6,222,91.6,19,72,DeviceCorp,v1.2
10-12-2024 19:49,D1320,Traffic Light,19-11-2022,L0416,Los Angeles,Hollywood,-45.133981,-162.336667,446,137,73 dB,36.28,3105,35.8,86,Inactive,16-11-2023,46,7,222,92.5,19,87,UrbanTech,v1.1
10-12-2024 19:35,D1321,Traffic Light,31-05-2020,L0890,Seattle,Capitol Hill,-74.378761,-133.739254,1537,137,95 dB,30.35,3105,36.5,52,Active,16-11-2023,38,3,222,93.53,19,72,UrbanTech,v1.1
10-12-2024 19:33,D1322,Pollution Sensor,30-08-2023,L0058,San Francisco,Financial District,89.334181,-16.075235,951,125,59 dB,24.08,3105,16.3,92,Active,16-11-2023,40,10,222,90.93,19,72,GreenTech,v2.0
10-12-2024 20:00,D1323,Traffic Light,24-04-2022,L0528,Seattle,Capitol Hill,14.834065,-127.539991,320,137,51 dB,17.18,3105,18.4,55,Inactive,16-11-2023,30,6,222,94.1,19,86,UrbanTech,v2.1
10-12-2024 19:33,D1324,Smart Meter,12-01-2020,L0853,Los Angeles,Downtown,-9.116854,71.791721,951,121,83 dB,20.99,209,30.6,95,Under Maintenance,25-06-2023,1,1,222,93.17,19,72,UrbanTech,v1.2
10-12-2024 19:22,D1325,Parking Sensor,19-06-2023,L0647,Seattle,Pioneer Square,22.515945,-85.760706,951,137,99 dB,27.99,3105,25.2,52,Inactive,16-11-2023,27,5,222,90.32,15,72,DeviceCorp,v1.1
10-12-2024 19:14,D1326,Public WiFi,10-04-2022,L0174,Chicago,Lincoln Park,-28.825106,29.152047,951,137,82 dB,26.94,3105,-5.9,41,Active,16-11-2023,50,9,491,95.35,19,72,UrbanTech,v1.2
10-12-2024 19:33,D1327,Smart Meter,26-08-2020,L0844,Chicago,The Loop,-48.536241,-6.270497,951,200,84 dB,44.86,947,38.5,44,Active,16-11-2023,45,9,222,97.15,19,72,DeviceCorp,v2.0
10-12-2024 20:09,D1328,Smart Meter,08-03-2021,L0056,Seattle,Pioneer Square,-31.702273,167.279247,951,91,77 dB,16.79,1996,33.7,44,Under Maintenance,09-08-2023,40,6,222,91.55,19,72,UrbanTech,v1.2
10-12-2024 19:46,D1329,Pollution Sensor,20-07-2021,L0162,New York,Brooklyn,-52.457542,-166.543281,951,57,93 dB,24.41,3105,18.2,90,Under Maintenance,09-02-2024,4,10,222,93.49,19,72,DeviceCorp,v1.0
10-12-2024 19:46,D1330,Parking Sensor,22-01-2024,L0078,Miami,Brickell,37.804071,128.32076,951,137,82 dB,39.35,3105,35,32,Active,16-11-2023,3,10,222,91.3,42,72,SmartIoT,v1.2
10-12-2024 19:52,D1331,Smart Meter,01-12-2024,L0550,Houston,Downtown,49.968935,-59.280476,951,47,78 dB,14.83,7451,31.4,45,Under Maintenance,11-07-2023,30,2,222,98.13,19,72,GreenTech,v1.2
10-12-2024 19:42,D1332,Traffic Light,26-01-2024,L0698,Los Angeles,Hollywood,-19.712071,4.741738,60,137,72 dB,9.63,3105,3.2,81,Under Maintenance,16-12-2022,50,6,222,95.9,19,36,SmartIoT,v2.0
10-12-2024 20:02,D1333,Public WiFi,28-06-2024,L0939,Houston,Midtown,1.148013,17.896551,951,137,89 dB,40.81,3105,25.1,88,Under Maintenance,14-04-2024,7,9,311,98.29,19,72,DeviceCorp,v2.1
10-12-2024 19:56,D1334,Parking Sensor,05-12-2024,L0982,Los Angeles,Hollywood,41.422362,143.189089,951,137,50 dB,45.05,3105,35.8,83,Under Maintenance,22-02-2023,7,0,222,96.4,34,72,DeviceCorp,v1.1
10-12-2024 19:22,D1335,Pollution Sensor,02-02-2023,L0747,Seattle,Capitol Hill,-60.254564,-48.654782,951,115,72 dB,48.14,3105,18.8,72,Inactive,16-11-2023,45,1,222,97.1,19,72,UrbanTech,v2.1
10-12-2024 19:28,D1336,Pollution Sensor,06-04-2021,L0673,Seattle,Pioneer Square,-1.665798,122.689319,951,27,68 dB,22.68,3105,18.7,85,Active,16-11-2023,27,5,222,96.82,19,72,UrbanTech,v1.1
10-12-2024 19:40,D1337,Public WiFi,29-06-2020,L0270,Houston,Midtown,11.916539,-8.229508,951,137,69 dB,17.63,3105,13,96,Under Maintenance,20-12-2023,20,9,448,98.77,19,72,GreenTech,v1.1
10-12-2024 20:09,D1338,Pollution Sensor,16-06-2024,L0224,Houston,Downtown,51.398168,-102.492744,951,147,93 dB,34.46,3105,-0.1,62,Under Maintenance,04-04-2023,21,0,222,92.96,19,72,SmartIoT,v2.1
10-12-2024 19:32,D1339,Pollution Sensor,04-12-2020,L0743,San Francisco,Financial District,-89.043966,45.985895,951,190,55 dB,19.5,3105,19.2,41,Inactive,16-11-2023,12,9,222,95.8,19,72,UrbanTech,v1.0
10-12-2024 20:04,D1340,Parking Sensor,06-08-2023,L0056,Miami,Brickell,63.037836,49.860824,951,137,62 dB,49.32,3105,29.7,40,Under Maintenance,25-02-2023,32,9,222,93.38,0,72,GreenTech,v1.1
10-12-2024 19:47,D1341,Parking Sensor,25-09-2020,L0110,Los Angeles,Downtown,72.247597,50.865142,951,137,50 dB,10.17,3105,-0.7,78,Active,16-11-2023,24,4,222,94.36,1,72,SmartIoT,v2.0
10-12-2024 19:30,D1342,Traffic Light,25-09-2023,L0276,Chicago,Lincoln Park,-13.971809,-84.140147,250,137,80 dB,30.78,3105,-1,99,Active,16-11-2023,16,10,222,94.83,19,48,UrbanTech,v2.0
10-12-2024 19:20,D1343,Smart Meter,12-01-2020,L0672,Miami,Brickell,11.863562,158.101155,951,177,72 dB,9.15,6894,-9.3,97,Under Maintenance,13-11-2024,28,5,222,97.28,19,72,DeviceCorp,v1.2
10-12-2024 20:06,D1344,Smart Meter,11-10-2024,L0366,New York,Manhattan,20.542372,-6.646612,951,23,81 dB,3.91,2327,4,71,Under Maintenance,15-12-2022,15,0,222,91.36,19,72,DeviceCorp,v1.2
10-12-2024 19:55,D1345,Traffic Light,06-11-2022,L0797,San Francisco,Mission District,-23.827881,2.824798,1799,137,72 dB,15.02,3105,25.3,43,Under Maintenance,06-03-2023,17,0,222,95.84,19,5,SmartIoT,v2.1
10-12-2024 19:18,D1346,Pollution Sensor,03-01-2024,L0958,Chicago,Lincoln Park,83.834842,-123.396614,951,183,96 dB,8.49,3105,6.6,32,Inactive,16-11-2023,48,5,222,96.6,19,72,DeviceCorp,v2.0
10-12-2024 19:55,D1347,Pollution Sensor,08-12-2021,L0843,Miami,Brickell,34.516055,-49.696174,951,226,73 dB,10.82,3105,32,60,Active,16-11-2023,17,2,222,91.83,19,72,UrbanTech,v1.0
10-12-2024 19:26,D1348,Parking Sensor,28-11-2021,L0042,Houston,Downtown,-6.326089,-119.46342,951,137,88 dB,20.24,3105,-1,24,Inactive,16-11-2023,33,2,222,97.51,31,72,UrbanTech,v2.1
10-12-2024 19:33,D1349,Public WiFi,16-06-2020,L0165,New York,Manhattan,-59.664099,-126.04899,951,137,63 dB,46.55,3105,-5.7,61,Inactive,16-11-2023,22,1,37,90.53,19,72,UrbanTech,v1.0
10-12-2024 19:47,D1350,Smart Meter,18-03-2023,L0365,Houston,Downtown,-61.706995,109.98002,951,143,66 dB,37.42,4052,13.1,94,Active,16-11-2023,10,0,222,92.98,19,72,DeviceCorp,v1.2
10-12-2024 20:10,D1351,Parking Sensor,09-04-2022,L0201,Miami,Brickell,-88.63929,-110.132864,951,137,64 dB,19.24,3105,38.5,36,Active,16-11-2023,0,4,222,92.23,12,72,SmartIoT,v2.0
10-12-2024 20:09,D1352,Public WiFi,12-08-2023,L0410,Chicago,The Loop,36.218873,30.598168,951,137,85 dB,29.12,3105,16.4,97,Under Maintenance,31-10-2024,1,4,339,93.74,19,72,GreenTech,v2.1
10-12-2024 19:47,D1353,Parking Sensor,04-05-2024,L0613,San Francisco,Mission District,63.810421,-88.620871,951,137,68 dB,0.67,3105,31,94,Inactive,16-11-2023,25,0,222,95.6,43,72,SmartIoT,v1.1
10-12-2024 20:09,D1354,Parking Sensor,27-01-2020,L0324,San Francisco,Mission District,-48.171258,-10.179674,951,137,76 dB,30.66,3105,22.8,90,Under Maintenance,12-02-2023,43,8,222,95.35,38,72,DeviceCorp,v2.0
10-12-2024 19:49,D1355,Public WiFi,02-09-2024,L0315,Chicago,The Loop,-64.029084,-117.855367,951,137,75 dB,13.14,3105,10.5,44,Active,16-11-2023,42,10,83,99.17,19,72,GreenTech,v2.0
10-12-2024 20:11,D1356,Pollution Sensor,03-05-2023,L0840,Chicago,Lincoln Park,39.345437,43.756453,951,12,79 dB,16.6,3105,36.1,79,Inactive,16-11-2023,22,4,222,95.06,19,72,UrbanTech,v1.2
10-12-2024 19:44,D1357,Traffic Light,28-04-2024,L0247,Houston,Downtown,9.493701,-117.427795,1768,137,69 dB,33.92,3105,8.2,80,Under Maintenance,30-05-2023,42,8,222,98.79,19,21,DeviceCorp,v1.2
10-12-2024 19:25,D1358,Pollution Sensor,22-04-2022,L0647,Miami,South Beach,-77.754855,168.332776,951,158,50 dB,44.48,3105,32.1,80,Active,16-11-2023,39,6,222,92.95,19,72,DeviceCorp,v1.0
10-12-2024 19:43,D1359,Public WiFi,08-02-2020,L0959,Los Angeles,Downtown,-79.349736,38.053509,951,137,91 dB,36.87,3105,14.4,29,Active,16-11-2023,39,4,172,99.04,19,72,UrbanTech,v2.1
10-12-2024 20:10,D1360,Smart Meter,10-11-2022,L0120,Houston,Midtown,-89.717223,-154.750618,951,288,68 dB,42.05,8135,3.2,54,Under Maintenance,08-09-2024,20,9,222,98.57,19,72,SmartIoT,v1.1
10-12-2024 19:44,D1361,Public WiFi,10-04-2022,L0017,San Francisco,Mission District,42.467396,74.225465,951,137,82 dB,41.75,3105,1,81,Under Maintenance,03-03-2024,34,3,179,97.15,19,72,UrbanTech,v2.1
10-12-2024 20:01,D1362,Parking Sensor,09-11-2023,L0451,Los Angeles,Hollywood,-2.866296,-93.847431,951,137,76 dB,12.5,3105,29.6,83,Active,16-11-2023,48,1,222,99.54,28,72,UrbanTech,v1.0
10-12-2024 19:48,D1363,Smart Meter,25-02-2022,L0887,New York,Brooklyn,-86.959455,117.418833,951,284,84 dB,45.32,944,5.6,83,Under Maintenance,12-07-2024,16,9,222,98.51,19,72,DeviceCorp,v1.1
10-12-2024 19:34,D1364,Parking Sensor,15-05-2022,L0017,Houston,Midtown,37.735539,116.691468,951,137,70 dB,11.53,3105,-7.5,55,Active,16-11-2023,37,5,222,99.1,41,72,GreenTech,v2.0
10-12-2024 19:36,D1365,Parking Sensor,01-04-2022,L0311,Los Angeles,Hollywood,-21.600951,84.757647,951,137,78 dB,22.92,3105,0,35,Inactive,16-11-2023,29,5,222,92,28,72,DeviceCorp,v1.2
10-12-2024 19:36,D1366,Public WiFi,10-01-2022,L0785,Houston,Downtown,17.395369,-114.036528,951,137,69 dB,14.39,3105,11.5,52,Active,16-11-2023,21,4,295,92.19,19,72,GreenTech,v1.0
10-12-2024 19:23,D1367,Smart Meter,13-04-2020,L0275,San Francisco,Financial District,65.008736,-122.115651,951,88,86 dB,31.09,6966,15.5,92,Active,16-11-2023,2,8,222,95.28,19,72,UrbanTech,v1.1
10-12-2024 19:17,D1368,Pollution Sensor,16-02-2024,L0824,New York,Manhattan,-4.768075,-40.094655,951,58,82 dB,14.59,3105,-4,96,Inactive,16-11-2023,49,8,222,94.16,19,72,DeviceCorp,v2.0
10-12-2024 19:21,D1369,Public WiFi,21-04-2023,L0683,Houston,Downtown,-42.671909,5.458146,951,137,99 dB,47.66,3105,14,68,Under Maintenance,30-01-2023,49,2,285,96.6,19,72,DeviceCorp,v1.1
10-12-2024 19:23,D1370,Pollution Sensor,17-08-2020,L0278,Miami,South Beach,-66.174392,154.481393,951,34,71 dB,38.41,3105,36.2,80,Inactive,16-11-2023,27,10,222,95.06,19,72,GreenTech,v2.1
10-12-2024 19:39,D1371,Pollution Sensor,15-09-2022,L0513,Los Angeles,Downtown,-56.372455,52.387836,951,299,92 dB,49.5,3105,0.5,57,Under Maintenance,15-05-2023,27,9,222,94.78,19,72,GreenTech,v1.2
10-12-2024 20:09,D1372,Public WiFi,02-05-2022,L0174,Miami,South Beach,57.513305,71.113392,951,137,77 dB,14.05,3105,0.2,21,Active,16-11-2023,47,8,42,92.79,19,72,DeviceCorp,v1.2
10-12-2024 19:28,D1373,Traffic Light,20-08-2022,L0426,Houston,Midtown,15.214004,-146.065081,109,137,86 dB,41.73,3105,16.5,38,Inactive,16-11-2023,43,4,222,94.45,19,81,GreenTech,v1.2
10-12-2024 20:02,D1374,Parking Sensor,27-04-2022,L0318,Houston,Downtown,-1.45257,-109.218791,951,137,95 dB,16.86,3105,1.6,83,Under Maintenance,23-05-2024,50,9,222,96.18,44,72,UrbanTech,v2.0
10-12-2024 19:30,D1375,Traffic Light,04-02-2020,L0096,San Francisco,Financial District,-88.678221,101.398616,1166,137,89 dB,36.14,3105,34.4,65,Active,16-11-2023,16,4,222,95.98,19,88,DeviceCorp,v1.2
10-12-2024 19:18,D1376,Parking Sensor,01-01-2020,L0018,Miami,Brickell,40.936175,136.508785,951,137,85 dB,39.65,3105,16.6,94,Under Maintenance,24-08-2023,37,1,222,95.67,43,72,UrbanTech,v1.2
10-12-2024 19:13,D1377,Parking Sensor,21-08-2021,L0669,Chicago,The Loop,24.091986,-170.867685,951,137,69 dB,12.91,3105,10.8,70,Active,16-11-2023,0,1,222,90.82,38,72,SmartIoT,v1.1
10-12-2024 19:42,D1378,Smart Meter,18-02-2023,L0795,Miami,Brickell,-28.043517,175.556229,951,201,88 dB,8.51,4498,0.3,35,Inactive,16-11-2023,10,10,222,92.63,19,72,UrbanTech,v2.1
10-12-2024 19:25,D1379,Parking Sensor,16-04-2020,L0368,Seattle,Capitol Hill,72.671673,24.720513,951,137,95 dB,14.68,3105,35,43,Active,16-11-2023,15,7,222,96.12,23,72,DeviceCorp,v1.0
10-12-2024 19:40,D1380,Parking Sensor,19-05-2024,L0528,New York,Manhattan,76.898884,176.337658,951,137,54 dB,24.28,3105,33.8,60,Active,16-11-2023,40,7,222,91.7,47,72,DeviceCorp,v1.1
10-12-2024 20:04,D1381,Pollution Sensor,24-12-2022,L0812,Chicago,The Loop,-39.99308,125.013009,951,12,60 dB,14.87,3105,-5,52,Active,16-11-2023,1,1,222,93.12,19,72,DeviceCorp,v1.2
10-12-2024 19:39,D1382,Smart Meter,15-03-2021,L0111,Los Angeles,Downtown,-54.971912,-134.259642,951,214,60 dB,37.85,7866,27.6,90,Under Maintenance,26-02-2023,25,9,222,99.21,19,72,GreenTech,v1.0
10-12-2024 19:41,D1383,Smart Meter,11-03-2024,L0111,Miami,Brickell,-13.366027,106.323318,951,260,58 dB,30.66,4642,8.8,56,Active,16-11-2023,20,10,222,98.93,19,72,GreenTech,v2.0
10-12-2024 20:10,D1384,Smart Meter,21-09-2024,L0673,Houston,Midtown,-21.817426,-125.911835,951,246,74 dB,48.91,8195,19.1,26,Under Maintenance,13-01-2023,14,10,222,97.65,19,72,UrbanTech,v2.0
10-12-2024 20:11,D1385,Parking Sensor,08-08-2022,L0347,Seattle,Capitol Hill,-15.422492,38.060348,951,137,79 dB,13.75,3105,19.3,23,Under Maintenance,10-01-2023,37,1,222,97.97,6,72,GreenTech,v2.1
10-12-2024 19:37,D1386,Smart Meter,07-08-2022,L0490,Seattle,Capitol Hill,3.604174,155.232988,951,290,82 dB,24.56,6394,36.8,34,Inactive,16-11-2023,6,8,222,96.12,19,72,DeviceCorp,v1.1
10-12-2024 20:10,D1387,Traffic Light,19-06-2024,L0775,Los Angeles,Downtown,-50.160789,82.344163,729,137,96 dB,15.52,3105,35.2,93,Active,16-11-2023,49,7,222,93.17,19,85,DeviceCorp,v2.0
10-12-2024 19:37,D1388,Parking Sensor,10-11-2023,L0080,Houston,Midtown,25.261879,92.037021,951,137,98 dB,32.55,3105,32.1,84,Inactive,16-11-2023,2,4,222,90.92,33,72,UrbanTech,v2.0
10-12-2024 19:37,D1389,Pollution Sensor,17-06-2022,L0544,Los Angeles,Downtown,22.155836,33.766966,951,224,89 dB,7,3105,-4,31,Active,16-11-2023,4,0,222,98.86,19,72,DeviceCorp,v1.0
10-12-2024 19:56,D1390,Pollution Sensor,26-02-2023,L0643,Chicago,Lincoln Park,85.572989,18.249335,951,83,79 dB,44.68,3105,13.8,51,Under Maintenance,26-01-2024,48,3,222,97.14,19,72,GreenTech,v2.0
10-12-2024 19:32,D1391,Smart Meter,14-03-2022,L0235,San Francisco,Financial District,-75.891696,-2.483787,951,263,61 dB,12.05,1058,14.5,28,Under Maintenance,08-06-2023,40,5,222,98.81,19,72,GreenTech,v1.1
10-12-2024 19:20,D1392,Pollution Sensor,09-10-2023,L0264,Miami,Brickell,1.859658,-29.032595,951,173,64 dB,11.82,3105,38.3,38,Active,16-11-2023,20,9,222,96.14,19,72,UrbanTech,v2.1
10-12-2024 19:39,D1393,Smart Meter,28-03-2022,L0030,Houston,Midtown,11.816554,107.260941,951,286,100 dB,19.82,367,22,92,Under Maintenance,29-10-2024,25,5,222,93.53,19,72,GreenTech,v1.1
10-12-2024 19:57,D1394,Public WiFi,11-10-2021,L0470,Houston,Downtown,-9.22661,94.91668,951,137,62 dB,13.09,3105,2.1,28,Under Maintenance,15-08-2024,18,3,258,97.73,19,72,DeviceCorp,v1.2
10-12-2024 19:39,D1395,Pollution Sensor,01-11-2024,L0623,Miami,South Beach,-12.914384,8.095359,951,255,80 dB,16.94,3105,31.9,79,Inactive,16-11-2023,41,1,222,95.34,19,72,DeviceCorp,v2.1
10-12-2024 19:36,D1396,Smart Meter,08-06-2023,L0887,Miami,Brickell,-66.511843,-129.628385,951,229,68 dB,20.81,7462,3.2,27,Active,16-11-2023,23,6,222,96.76,19,72,SmartIoT,v1.2
10-12-2024 20:00,D1397,Pollution Sensor,12-05-2022,L0515,San Francisco,Financial District,83.797126,-171.914511,951,97,57 dB,18.59,3105,35.9,91,Under Maintenance,22-09-2023,37,2,222,96.75,19,72,DeviceCorp,v2.1
10-12-2024 19:36,D1398,Smart Meter,04-12-2023,L0255,Houston,Downtown,10.03588,128.206295,951,185,68 dB,28.83,7200,38.1,38,Active,16-11-2023,23,6,222,99.04,19,72,SmartIoT,v2.1
10-12-2024 19:26,D1399,Smart Meter,10-06-2021,L0981,Los Angeles,Downtown,28.509467,34.848742,951,223,58 dB,24.26,1499,12.8,53,Under Maintenance,02-02-2024,45,1,222,94.74,19,72,UrbanTech,v1.2
10-12-2024 19:52,D1400,Parking Sensor,18-10-2020,L0268,Miami,Brickell,54.897488,-176.901206,951,137,77 dB,18.21,3105,8.8,39,Active,16-11-2023,23,0,222,99.12,35,72,DeviceCorp,v1.0
10-12-2024 19:19,D1401,Traffic Light,16-07-2020,L0357,New York,Brooklyn,-52.614893,151.588787,683,137,87 dB,4.41,3105,20.4,61,Active,16-11-2023,6,10,222,92.25,19,20,GreenTech,v2.1
10-12-2024 20:09,D1402,Smart Meter,01-11-2023,L0885,Seattle,Capitol Hill,63.345793,-157.602775,951,224,76 dB,44.41,2288,3,71,Inactive,16-11-2023,50,7,222,99.69,19,72,GreenTech,v1.1
10-12-2024 19:32,D1403,Pollution Sensor,13-04-2023,L0510,San Francisco,Financial District,-39.071454,59.997859,951,131,100 dB,31.23,3105,39.4,47,Under Maintenance,06-12-2023,44,1,222,99.25,19,72,DeviceCorp,v1.1
10-12-2024 20:10,D1404,Pollution Sensor,13-07-2024,L0902,Los Angeles,Hollywood,-47.229804,105.168618,951,271,62 dB,47.08,3105,-1.6,96,Inactive,16-11-2023,34,0,222,96.8,19,72,DeviceCorp,v2.1
10-12-2024 19:22,D1405,Smart Meter,08-09-2022,L0886,San Francisco,Financial District,-0.603559,-172.115108,951,26,91 dB,19.86,5736,-6.5,64,Active,16-11-2023,44,4,222,94.81,19,72,UrbanTech,v1.2
10-12-2024 19:36,D1406,Public WiFi,05-04-2021,L0603,San Francisco,Mission District,-46.835772,130.26159,951,137,72 dB,25.22,3105,28.6,45,Under Maintenance,25-08-2024,1,4,352,95.79,19,72,GreenTech,v1.2
10-12-2024 20:02,D1407,Parking Sensor,19-09-2022,L0605,San Francisco,Mission District,18.386382,59.431136,951,137,74 dB,14.56,3105,9.1,86,Active,16-11-2023,41,5,222,90.94,21,72,DeviceCorp,v1.1
10-12-2024 20:08,D1408,Pollution Sensor,31-05-2021,L0149,Los Angeles,Hollywood,52.478871,158.602654,951,135,62 dB,32.12,3105,-7.3,28,Under Maintenance,10-05-2023,1,9,222,93.63,19,72,UrbanTech,v1.2
10-12-2024 19:20,D1409,Parking Sensor,04-11-2021,L0408,New York,Brooklyn,2.501452,74.20663,951,137,51 dB,7.55,3105,5.4,70,Active,16-11-2023,28,4,222,90.45,33,72,DeviceCorp,v2.0
10-12-2024 19:16,D1410,Public WiFi,06-09-2020,L0876,Houston,Downtown,-78.815672,-25.933109,951,137,51 dB,4.31,3105,5.1,95,Under Maintenance,03-07-2023,43,10,498,93.11,19,72,SmartIoT,v1.1
10-12-2024 19:48,D1411,Public WiFi,10-08-2022,L0746,San Francisco,Mission District,26.17917,21.573306,951,137,87 dB,11.83,3105,36.7,28,Inactive,16-11-2023,34,5,79,93.36,19,72,GreenTech,v1.1
10-12-2024 19:14,D1412,Smart Meter,17-10-2024,L0323,San Francisco,Financial District,70.837378,-64.299883,951,54,81 dB,20.45,318,14.2,92,Inactive,16-11-2023,44,3,222,99.07,19,72,DeviceCorp,v1.0
10-12-2024 20:05,D1413,Traffic Light,20-04-2020,L0105,Houston,Midtown,19.043284,161.867114,994,137,70 dB,16.36,3105,3.7,48,Under Maintenance,14-04-2024,12,7,222,98.49,19,35,DeviceCorp,v1.2
10-12-2024 19:23,D1414,Pollution Sensor,29-05-2021,L0812,Chicago,The Loop,-23.011477,-111.643297,951,206,83 dB,26.78,3105,18.8,96,Under Maintenance,18-01-2024,26,8,222,96.44,19,72,SmartIoT,v1.0
10-12-2024 19:31,D1415,Parking Sensor,20-01-2024,L0017,Chicago,Lincoln Park,48.977778,31.147296,951,137,63 dB,5.55,3105,-1.2,76,Inactive,16-11-2023,8,5,222,96.46,32,72,SmartIoT,v2.0
10-12-2024 20:00,D1416,Traffic Light,05-09-2023,L0795,Miami,Brickell,-33.473415,171.425264,1977,137,92 dB,10.5,3105,-9.6,74,Under Maintenance,17-12-2022,39,2,222,90.65,19,90,SmartIoT,v2.1
10-12-2024 19:52,D1417,Pollution Sensor,11-08-2021,L0284,Houston,Downtown,30.055658,-69.625371,951,80,63 dB,36.51,3105,37.2,43,Inactive,16-11-2023,6,3,222,98.5,19,72,UrbanTech,v1.2
10-12-2024 19:22,D1418,Public WiFi,17-06-2022,L0240,New York,Brooklyn,66.614259,-35.858855,951,137,54 dB,3.21,3105,14.5,77,Inactive,16-11-2023,24,1,78,94.19,19,72,DeviceCorp,v1.1
10-12-2024 19:56,D1419,Traffic Light,21-05-2024,L0053,Chicago,The Loop,15.193013,129.033941,815,137,63 dB,25.04,3105,-2.7,65,Under Maintenance,29-06-2023,41,5,222,93.73,19,36,UrbanTech,v2.0
10-12-2024 20:06,D1420,Smart Meter,26-07-2020,L0839,Los Angeles,Downtown,-24.422679,-31.849756,951,100,68 dB,27.84,3013,5.3,71,Under Maintenance,07-06-2024,27,0,222,99.15,19,72,UrbanTech,v2.0
