Device ID,Device Type,Installation Date,Location ID,City,Region,Latitude,Longitude,Traffic Volume,Air Quality Index (AQI),Noise Level,Energy Consumption (kWh),Water Usage (liters),Temperature (°C),Humidity (%),Device Status,Maintenance Date,Power Outage Hours (per month),Incident Reports,Public WiFi Users,Connectivity Uptime (%),Smart Parking Spots,Road Quality Index,Device Manufacturer,Firmware Version,Energy Rate (per kWh),Water Rate (per liter),Operating Cost (per hour),Advertising Revenue (from WiFi),Maintenance Cost,Device Usage Hours,Date,Time,Country,Smart Parking Revenue
D0242,Traffic Light,01-10-2021,L0911,Seattle,Pioneer Square,-87.713448,88.232165,927,60,75 dB,12.48,2958,8.7,86,Active,03-03-2023,27,5,234,99.68,34,91,GreenTech,v1.1,0.23,0.0091,48.99,0.0,0.0,869,01-10-2021,01:16:42,USA,4616.89
D0243,Smart Meter,25-02-2023,L0405,New York,Manhattan,89.497636,87.694167,1292,99,64 dB,24.87,2869,19.3,69,Active,03-03-2023,32,9,234,98.11,48,63,DeviceCorp,v2.1,0.46,0.008,34.65,0.0,0.0,1037,25-02-2023,18:35:32,USA,2165.71
D0244,Pollution Sensor,07-03-2022,L0816,Los Angeles,Downtown,71.40029,-137.342204,994,99,79 dB,36.49,2377,29.7,23,Inactive,03-03-2023,47,7,234,99.82,38,63,GreenTech,v2.1,0.37,0.0078,47.27,0.0,0.0,1521,07-03-2022,06:15:13,USA,569.55
D0245,Parking Sensor,08-12-2022,L0534,Miami,South Beach,0.94491,44.017611,1331,77,80 dB,5.17,1891,9.6,96,Under Maintenance,29-11-2024,9,5,234,93.7,25,63,GreenTech,v1.2,0.24,0.0078,33.5,0.0,177.09,300,08-12-2022,14:00:00,USA,4677.43
D0246,Smart Meter,05-04-2023,L0785,Houston,Midtown,-35.409351,77.407318,1655,88,71 dB,29.2,2906,33.7,44,Inactive,03-03-2023,45,8,234,96.41,29,63,GreenTech,v2.0,0.43,0.002,18.53,0.0,0.0,324,05-04-2023,00:05:49,USA,2426.83
D0247,Public WiFi,25-09-2022,L0391,Miami,South Beach,32.873055,115.244476,1881,87,73 dB,17.29,1398,30.4,87,Active,03-03-2023,34,6,336,96.25,49,63,UrbanTech,v2.0,0.41,0.0032,47.2,748.47,0.0,1519,25-09-2022,08:15:27,USA,4849.95
D0248,Public WiFi,03-06-2023,L0030,New York,Brooklyn,73.464068,-136.158086,1556,68,70 dB,25.89,2831,23.9,100,Inactive,03-03-2023,11,10,261,91.75,37,63,GreenTech,v1.1,0.19,0.0043,23.11,525.14,0.0,1455,03-06-2023,17:09:21,USA,4836.29
D0249,Pollution Sensor,16-08-2021,L0539,Houston,Downtown,62.591947,-165.685763,1907,57,61 dB,4.5,1896,-6.0,58,Active,03-03-2023,14,5,234,99.88,44,63,UrbanTech,v1.2,0.31,0.0099,23.34,0.0,0.0,1209,16-08-2021,08:14:41,USA,4338.54
D0250,Public WiFi,10-05-2024,L0118,Los Angeles,Downtown,-58.622315,34.163779,1103,67,77 dB,44.93,1494,-3.5,87,Active,03-03-2023,50,10,152,90.94,31,63,UrbanTech,v2.0,0.42,0.0029,10.46,600.76,0.0,933,10-05-2024,23:43:43,USA,1825.02
D0251,Parking Sensor,12-03-2021,L0815,Houston,Midtown,44.810766,-60.271428,1818,73,71 dB,43.58,2679,-8.3,87,Under Maintenance,13-01-2024,34,0,234,91.4,44,63,DeviceCorp,v1.0,0.45,0.0046,33.13,0.0,400.99,543,12-03-2021,17:47:38,USA,2232.94
D0252,Smart Meter,29-05-2024,L0462,Los Angeles,Hollywood,73.268302,-89.442922,1009,84,70 dB,5.67,1926,-4.7,99,Under Maintenance,07-10-2024,1,3,234,95.66,34,63,GreenTech,v1.2,0.32,0.0045,44.25,0.0,428.45,514,29-05-2024,03:07:32,USA,4330.12
D0253,Traffic Light,09-07-2023,L0981,Chicago,The Loop,-44.802594,-158.618638,2265,80,69 dB,2.0,2189,15.9,56,Under Maintenance,29-01-2024,8,7,234,97.98,50,58,DeviceCorp,v2.0,0.25,0.0039,23.51,0.0,155.78,897,09-07-2023,21:12:34,USA,1926.15
D0254,Pollution Sensor,19-08-2021,L0437,Los Angeles,Hollywood,-49.255748,-115.302763,1218,102,69 dB,28.26,1280,19.5,66,Under Maintenance,26-02-2023,33,8,234,98.04,37,63,GreenTech,v1.0,0.49,0.0094,36.83,0.0,218.38,918,19-08-2021,23:22:10,USA,1262.72
D0255,Public WiFi,15-01-2023,L0298,Chicago,The Loop,-26.070812,-156.52679,1470,85,75 dB,1.95,2174,-8.9,62,Active,03-03-2023,34,8,36,92.15,39,63,UrbanTech,v2.1,0.33,0.0047,40.15,875.94,0.0,1913,15-01-2023,14:05:24,USA,3005.61
D0256,Public WiFi,06-06-2021,L0477,Seattle,Capitol Hill,41.117254,66.498834,1438,98,78 dB,39.46,2957,36.4,90,Inactive,03-03-2023,23,0,60,91.89,44,63,SmartIoT,v2.1,0.22,0.0074,52.19,405.25,0.0,863,06-06-2021,12:41:29,USA,4712.7
D0257,Smart Meter,19-12-2024,L0121,San Francisco,Mission District,-4.156763,-143.16905,1375,82,66 dB,21.51,2893,23.8,60,Under Maintenance,10-05-2023,50,4,234,93.51,33,63,DeviceCorp,v1.1,0.2,0.0061,25.66,0.0,366.54,300,19-12-2024,03:30:12,USA,3632.13
D0258,Pollution Sensor,05-10-2021,L0267,Los Angeles,Hollywood,53.420893,-16.768696,1827,80,68 dB,31.1,1474,37.4,98,Under Maintenance,26-03-2023,41,1,234,99.03,47,63,SmartIoT,v1.1,0.22,0.0038,22.46,0.0,285.83,506,05-10-2021,22:47:18,USA,3065.28
D0259,Traffic Light,22-05-2023,L0199,San Francisco,Mission District,11.723924,-135.003883,1685,55,68 dB,13.23,1419,30.3,97,Under Maintenance,07-01-2024,49,1,234,97.68,44,51,DeviceCorp,v2.0,0.36,0.0032,31.6,0.0,287.6,1316,22-05-2023,12:58:56,USA,937.29
D0260,Traffic Light,14-12-2024,L0909,Los Angeles,Hollywood,-60.711212,152.98914,2101,90,66 dB,30.24,1790,36.9,84,Inactive,03-03-2023,26,6,234,90.36,35,24,SmartIoT,v1.1,0.17,0.0062,43.43,0.0,0.0,300,14-12-2024,00:55:40,USA,3267.53
D0261,Pollution Sensor,10-01-2023,L0188,Chicago,The Loop,-36.859733,81.750096,1916,53,61 dB,15.11,1819,32.6,28,Inactive,03-03-2023,14,8,234,95.5,34,63,SmartIoT,v2.0,0.31,0.0055,49.83,0.0,0.0,300,10-01-2023,18:09:24,USA,4955.24
D0262,Pollution Sensor,24-11-2023,L0772,Chicago,The Loop,-16.374472,-46.970745,1158,82,75 dB,37.17,2861,-8.1,96,Under Maintenance,03-04-2023,32,8,234,93.22,50,63,DeviceCorp,v1.2,0.12,0.0062,46.05,0.0,373.81,720,24-11-2023,01:52:38,USA,1130.38
D0263,Public WiFi,17-04-2021,L0656,Chicago,Lincoln Park,81.383244,37.872683,1081,68,80 dB,27.84,1015,-7.5,25,Inactive,03-03-2023,29,5,43,97.15,26,63,DeviceCorp,v1.2,0.47,0.0042,15.24,815.67,0.0,300,17-04-2021,20:46:02,USA,2832.48
D0264,Smart Meter,03-05-2024,L0601,Miami,Brickell,80.793526,-137.669487,1657,97,72 dB,44.11,2001,34.6,35,Under Maintenance,04-08-2024,28,5,234,98.67,40,63,SmartIoT,v2.0,0.12,0.0023,36.64,0.0,370.97,552,03-05-2024,05:04:35,USA,4448.18
D0265,Pollution Sensor,10-11-2021,L0453,Seattle,Capitol Hill,-39.510854,-175.065758,2240,57,79 dB,26.56,1700,18.5,28,Under Maintenance,27-11-2024,46,5,234,98.21,41,63,SmartIoT,v1.2,0.13,0.003,49.51,0.0,167.86,1804,10-11-2021,09:18:37,USA,3833.46
D0266,Smart Meter,26-12-2023,L0542,Seattle,Capitol Hill,-48.394816,16.670175,2052,62,73 dB,6.67,2050,36.8,53,Under Maintenance,24-08-2023,33,3,234,95.29,41,63,SmartIoT,v2.1,0.4,0.0061,29.88,0.0,102.85,1466,26-12-2023,00:31:19,USA,3636.57
D0267,Public WiFi,25-07-2023,L0680,San Francisco,Financial District,-89.706028,-140.527431,948,85,75 dB,49.2,1536,21.8,87,Active,03-03-2023,19,2,306,97.29,44,63,SmartIoT,v1.1,0.26,0.0063,27.08,932.12,0.0,1711,25-07-2023,08:35:14,USA,3661.18
D0268,Smart Meter,23-09-2023,L0506,Chicago,The Loop,-15.363287,-113.350163,1410,88,60 dB,30.35,1204,22.3,57,Under Maintenance,26-10-2023,38,3,234,97.91,30,63,UrbanTech,v1.1,0.16,0.009,30.44,0.0,243.6,320,23-09-2023,08:45:02,USA,2117.71
D0269,Smart Meter,06-08-2024,L0887,Miami,South Beach,-45.743813,-41.719423,996,63,61 dB,37.46,2143,-8.9,26,Inactive,03-03-2023,32,6,234,95.39,30,63,UrbanTech,v2.1,0.16,0.0058,28.11,0.0,0.0,1014,06-08-2024,14:36:56,USA,1821.16
D0270,Parking Sensor,28-06-2024,L0390,Miami,Brickell,54.342777,-133.135958,1720,103,72 dB,8.37,2277,21.1,47,Under Maintenance,21-04-2023,5,1,234,93.72,33,63,GreenTech,v1.1,0.41,0.0083,42.09,0.0,188.92,2084,28-06-2024,21:28:36,USA,4142.13
D0271,Smart Meter,10-12-2022,L0542,Miami,Brickell,-44.486415,-60.238911,1195,58,66 dB,40.42,1298,-0.7,39,Under Maintenance,03-03-2023,41,4,234,99.33,41,63,DeviceCorp,v1.1,0.38,0.0061,44.6,0.0,375.75,1437,10-12-2022,07:54:31,USA,4145.51
D0272,Parking Sensor,07-05-2023,L0036,Miami,Brickell,1.281939,-162.757917,2163,53,70 dB,2.07,2803,-4.1,62,Inactive,03-03-2023,34,10,234,97.38,30,63,DeviceCorp,v2.0,0.29,0.0021,51.11,0.0,0.0,742,07-05-2023,02:15:48,USA,4401.83
D0273,Parking Sensor,30-12-2021,L0249,Los Angeles,Hollywood,-22.045114,-112.157632,1010,66,60 dB,15.91,1322,2.4,45,Inactive,03-03-2023,39,10,234,99.26,45,63,DeviceCorp,v1.2,0.16,0.0054,41.79,0.0,0.0,300,30-12-2021,03:33:56,USA,4609.58
D0274,Smart Meter,13-03-2023,L0750,Chicago,Lincoln Park,49.357072,-38.1554,1360,59,65 dB,38.81,2574,-5.4,35,Inactive,03-03-2023,34,4,234,92.38,44,63,DeviceCorp,v1.2,0.47,0.0012,32.65,0.0,0.0,1859,13-03-2023,05:16:48,USA,2801.04
D0275,Traffic Light,02-01-2021,L0738,Chicago,Lincoln Park,-31.146044,90.924106,1849,78,73 dB,9.64,2543,26.0,63,Inactive,03-03-2023,44,8,234,93.69,43,81,GreenTech,v2.1,0.47,0.0097,38.36,0.0,0.0,1709,02-01-2021,16:13:29,USA,2756.82
D0276,Parking Sensor,29-05-2021,L0538,New York,Manhattan,23.662339,28.644014,2118,82,79 dB,47.21,2922,2.5,47,Active,03-03-2023,13,3,234,98.75,41,63,GreenTech,v1.2,0.39,0.0091,40.21,0.0,0.0,801,29-05-2021,17:52:19,USA,4092.33
D0277,Smart Meter,18-03-2024,L0012,Los Angeles,Hollywood,86.204567,113.159069,1205,87,71 dB,30.81,1300,24.5,100,Active,03-03-2023,15,9,234,97.51,30,63,GreenTech,v2.1,0.34,0.0097,36.46,0.0,0.0,440,18-03-2024,19:24:26,USA,3424.84
D0278,Smart Meter,20-03-2023,L0628,Los Angeles,Downtown,-53.071004,36.239235,2038,50,73 dB,27.4,2929,18.4,26,Active,03-03-2023,40,9,234,97.99,28,63,DeviceCorp,v1.2,0.34,0.0016,27.25,0.0,0.0,1856,20-03-2023,12:20:45,USA,3658.85
D0279,Public WiFi,21-11-2021,L0772,San Francisco,Financial District,-2.840491,59.459388,980,67,62 dB,34.61,2786,23.3,76,Active,03-03-2023,37,4,73,98.96,36,63,GreenTech,v1.1,0.16,0.0038,46.52,177.48,0.0,541,21-11-2021,03:20:48,USA,4081.07
D0280,Parking Sensor,07-01-2021,L0789,Miami,Brickell,21.483839,63.506415,1644,58,69 dB,35.89,1013,-1.8,82,Inactive,03-03-2023,7,10,234,99.22,47,63,DeviceCorp,v2.1,0.14,0.0028,22.48,0.0,0.0,441,07-01-2021,07:08:27,USA,4505.02
D0281,Parking Sensor,17-03-2022,L0202,Chicago,Lincoln Park,22.193575,-86.400393,1558,84,69 dB,12.33,1667,1.6,99,Inactive,03-03-2023,34,9,234,99.4,48,63,GreenTech,v1.2,0.17,0.0028,14.48,0.0,0.0,438,17-03-2022,19:34:21,USA,2020.98
D0282,Pollution Sensor,28-04-2021,L0686,Los Angeles,Hollywood,-35.54959,-124.190135,2074,69,62 dB,27.24,1505,-1.5,81,Active,03-03-2023,36,8,234,90.46,43,63,DeviceCorp,v1.0,0.45,0.0092,41.14,0.0,0.0,331,28-04-2021,01:29:27,USA,2190.12
D0283,Pollution Sensor,11-04-2023,L0507,Los Angeles,Hollywood,18.329798,130.156069,2152,92,69 dB,41.45,2889,-7.4,44,Under Maintenance,16-01-2024,0,6,234,94.2,40,63,GreenTech,v1.2,0.26,0.0052,11.28,0.0,152.03,1099,11-04-2023,22:23:55,USA,922.92
D0284,Parking Sensor,11-05-2021,L0185,San Francisco,Financial District,47.318774,28.961786,1390,50,65 dB,26.23,1360,36.0,58,Under Maintenance,19-07-2024,14,8,234,97.29,31,63,UrbanTech,v2.0,0.24,0.0056,29.88,0.0,302.44,1109,11-05-2021,09:08:01,USA,3102.26
D0285,Public WiFi,30-04-2024,L0685,Seattle,Capitol Hill,-6.700642,168.789708,1766,60,62 dB,42.54,1135,-6.4,64,Active,03-03-2023,23,9,40,99.71,31,63,SmartIoT,v1.2,0.13,0.0043,19.18,588.77,0.0,902,30-04-2024,17:48:11,USA,661.74
D0286,Smart Meter,07-12-2022,L0402,Seattle,Pioneer Square,-59.760629,-1.445535,1861,54,66 dB,13.2,1271,39.5,79,Under Maintenance,17-03-2024,43,2,234,94.54,37,63,DeviceCorp,v1.2,0.38,0.0012,18.14,0.0,317.55,1072,07-12-2022,18:22:48,USA,2595.19
D0287,Traffic Light,29-04-2023,L0321,Houston,Midtown,58.574681,3.175391,2067,53,66 dB,12.84,2927,14.2,91,Under Maintenance,04-03-2024,36,7,234,95.3,50,63,DeviceCorp,v1.2,0.44,0.0103,12.45,0.0,411.54,522,29-04-2023,15:14:04,USA,2941.9
D0288,Traffic Light,17-01-2022,L0307,Los Angeles,Downtown,64.447866,-88.741404,1910,69,79 dB,5.08,2407,11.5,22,Inactive,03-03-2023,39,6,234,94.23,36,9,DeviceCorp,v2.0,0.46,0.0026,32.7,0.0,0.0,1371,17-01-2022,18:59:02,USA,1789.44
D0289,Traffic Light,05-10-2023,L0316,San Francisco,Financial District,57.706882,113.44612,1825,79,66 dB,28.1,2731,-0.5,34,Under Maintenance,13-10-2024,50,6,234,93.53,47,73,GreenTech,v2.1,0.2,0.0087,37.79,0.0,473.18,423,05-10-2023,20:49:06,USA,3158.75
D0290,Parking Sensor,09-11-2023,L0799,San Francisco,Financial District,-71.727137,111.177409,1472,95,71 dB,18.97,2014,-9.5,96,Active,03-03-2023,38,1,234,97.78,40,63,SmartIoT,v1.1,0.34,0.0031,35.87,0.0,0.0,750,09-11-2023,16:20:24,USA,637.25
D0291,Smart Meter,15-08-2024,L0826,Houston,Midtown,14.864953,39.549711,1331,78,75 dB,48.95,1356,14.6,37,Under Maintenance,14-01-2024,27,4,234,99.58,27,63,UrbanTech,v1.2,0.16,0.0087,37.54,0.0,311.55,466,15-08-2024,22:19:51,USA,668.07
D0292,Parking Sensor,22-03-2021,L0548,Los Angeles,Downtown,-17.2995,130.768501,1287,98,69 dB,15.34,2557,9.0,31,Under Maintenance,09-04-2023,3,9,234,90.38,48,63,SmartIoT,v1.0,0.14,0.0084,26.3,0.0,389.61,551,22-03-2021,11:24:32,USA,4201.7
D0293,Public WiFi,03-02-2024,L0439,Los Angeles,Downtown,20.543811,107.039131,1127,59,65 dB,8.92,1292,-9.9,87,Under Maintenance,13-12-2022,4,10,253,96.43,41,63,DeviceCorp,v1.0,0.21,0.0101,39.32,689.44,116.85,718,03-02-2024,04:22:10,USA,2120.86
D0294,Pollution Sensor,26-10-2021,L0162,San Francisco,Financial District,16.126643,92.124047,1539,56,65 dB,44.38,1948,17.5,92,Active,03-03-2023,7,3,234,97.34,48,63,UrbanTech,v1.1,0.19,0.008,40.29,0.0,0.0,769,26-10-2021,03:53:56,USA,1071.77
D0295,Smart Meter,24-01-2023,L0190,Seattle,Capitol Hill,44.856923,140.879121,1462,83,68 dB,1.73,1966,-3.8,85,Active,03-03-2023,31,0,234,96.92,50,63,UrbanTech,v1.1,0.38,0.0043,36.67,0.0,0.0,1429,24-01-2023,23:05:50,USA,2850.09
D0296,Pollution Sensor,11-06-2021,L0118,Miami,South Beach,-68.388647,-89.972386,1096,50,62 dB,22.78,1695,17.6,80,Under Maintenance,19-11-2024,22,2,234,98.75,35,63,DeviceCorp,v1.1,0.47,0.007,11.95,0.0,343.13,341,11-06-2021,21:51:50,USA,3964.97
D0297,Traffic Light,23-03-2024,L0005,Seattle,Pioneer Square,-64.209808,116.680479,1340,80,66 dB,36.01,1152,39.5,86,Active,03-03-2023,50,0,234,91.23,44,40,SmartIoT,v1.0,0.12,0.0063,37.4,0.0,0.0,1440,23-03-2024,15:55:55,USA,1471.19
D0298,Public WiFi,21-04-2024,L0750,New York,Manhattan,67.394683,33.793122,2105,98,73 dB,41.14,2469,13.2,92,Active,03-03-2023,21,1,344,92.82,25,63,UrbanTech,v1.0,0.31,0.0018,11.98,903.99,0.0,866,21-04-2024,03:57:04,USA,3303.01
D0299,Pollution Sensor,30-10-2021,L0825,Miami,Brickell,15.498852,123.46807,1310,95,63 dB,46.33,2881,36.4,39,Under Maintenance,18-07-2024,15,6,234,92.69,49,63,DeviceCorp,v2.1,0.42,0.0016,52.75,0.0,199.1,300,30-10-2021,07:13:50,USA,884.06
D0300,Public WiFi,16-11-2024,L0801,Los Angeles,Hollywood,83.87472,-31.623915,1718,68,78 dB,11.25,1060,-7.1,39,Under Maintenance,12-08-2024,46,5,49,93.19,35,63,UrbanTech,v2.1,0.37,0.0053,36.28,257.66,121.96,2286,16-11-2024,10:18:39,USA,732.57
D0301,Traffic Light,24-11-2022,L0150,Chicago,Lincoln Park,59.895412,-165.255063,1164,74,60 dB,5.09,1370,3.0,62,Inactive,03-03-2023,10,7,234,92.89,43,15,UrbanTech,v1.0,0.31,0.0072,26.14,0.0,0.0,762,24-11-2022,22:40:31,USA,2891.1
D0302,Pollution Sensor,10-08-2024,L0760,San Francisco,Mission District,11.920071,160.256334,1709,62,73 dB,23.91,1296,2.2,25,Active,03-03-2023,47,6,234,92.73,38,63,DeviceCorp,v1.2,0.16,0.0046,40.15,0.0,0.0,300,10-08-2024,06:53:03,USA,2932.86
D0303,Parking Sensor,06-06-2021,L0500,Chicago,The Loop,18.65796,66.148614,1415,93,67 dB,31.01,2722,4.4,67,Under Maintenance,06-05-2023,26,7,234,97.65,33,63,GreenTech,v2.0,0.24,0.0022,17.33,0.0,491.28,671,06-06-2021,18:02:20,USA,3368.43
D0304,Pollution Sensor,28-10-2023,L0496,Seattle,Pioneer Square,40.319959,144.558163,1394,50,67 dB,2.77,2904,-3.2,51,Inactive,03-03-2023,36,4,234,91.33,48,63,DeviceCorp,v1.2,0.4,0.0053,15.37,0.0,0.0,1142,28-10-2023,11:29:17,USA,3767.41
D0305,Public WiFi,08-10-2022,L0438,San Francisco,Financial District,71.904587,-47.493371,1013,67,71 dB,9.41,2643,-9.9,37,Inactive,03-03-2023,44,9,240,94.03,32,63,GreenTech,v1.1,0.25,0.0085,16.02,184.11,0.0,913,08-10-2022,14:48:14,USA,4891.33
D0306,Smart Meter,21-01-2021,L0754,Houston,Downtown,57.402106,106.815766,1702,54,69 dB,45.08,1401,31.9,74,Inactive,03-03-2023,2,7,234,99.11,34,63,DeviceCorp,v1.0,0.11,0.0052,38.8,0.0,0.0,1878,21-01-2021,09:15:02,USA,2823.35
D0307,Public WiFi,14-05-2023,L0796,Houston,Downtown,-74.140016,173.995412,1804,76,65 dB,25.33,2985,3.1,45,Under Maintenance,31-05-2024,32,4,412,97.16,37,63,UrbanTech,v1.1,0.4,0.0056,11.28,422.28,122.7,546,14-05-2023,18:54:40,USA,1953.3
D0308,Parking Sensor,10-01-2022,L0181,Los Angeles,Downtown,88.689869,1.01323,1735,55,80 dB,16.49,2009,-1.6,42,Active,03-03-2023,28,3,234,99.29,34,63,DeviceCorp,v2.1,0.36,0.0068,17.06,0.0,0.0,1062,10-01-2022,03:09:05,USA,4078.34
D0309,Smart Meter,15-04-2024,L0012,San Francisco,Mission District,-78.550916,71.856682,1273,79,63 dB,7.59,2383,36.8,82,Under Maintenance,31-01-2024,0,7,234,90.21,41,63,UrbanTech,v1.2,0.28,0.0024,23.38,0.0,103.53,1480,15-04-2024,10:38:25,USA,1718.75
D0310,Public WiFi,27-01-2024,L0654,Los Angeles,Downtown,-44.477579,135.941186,1795,81,80 dB,33.58,2499,6.3,29,Inactive,03-03-2023,4,7,328,90.91,34,63,UrbanTech,v1.0,0.38,0.0081,17.09,586.16,0.0,1976,27-01-2024,08:13:30,USA,2475.37
D0311,Public WiFi,09-02-2024,L0581,Miami,South Beach,31.681477,-36.356695,1979,65,61 dB,47.57,2255,-5.2,58,Active,03-03-2023,48,1,382,97.18,36,63,UrbanTech,v1.2,0.29,0.0012,13.15,202.89,0.0,300,09-02-2024,01:30:44,USA,853.05
D0312,Smart Meter,18-03-2022,L0454,Los Angeles,Hollywood,61.55219,-74.710727,1619,55,71 dB,33.9,1212,33.6,88,Under Maintenance,13-09-2024,42,3,234,90.9,33,63,GreenTech,v2.1,0.43,0.0059,10.66,0.0,348.45,2304,18-03-2022,01:49:29,USA,614.08
D0313,Public WiFi,19-02-2023,L0029,New York,Brooklyn,59.908963,161.739742,1302,61,64 dB,32.71,1536,-3.3,24,Under Maintenance,17-01-2023,50,9,99,95.46,28,63,DeviceCorp,v2.1,0.3,0.0022,37.98,201.25,191.34,786,19-02-2023,15:17:44,USA,4831.92
D0314,Pollution Sensor,28-11-2022,L0536,Seattle,Capitol Hill,-76.318521,-75.508122,921,82,60 dB,7.31,1521,-1.9,48,Active,03-03-2023,22,0,234,99.49,27,63,DeviceCorp,v2.0,0.39,0.0033,29.85,0.0,0.0,300,28-11-2022,13:59:30,USA,4261.91
D0315,Parking Sensor,05-04-2024,L0812,New York,Manhattan,-17.817877,164.153124,1283,91,72 dB,47.65,2076,29.9,72,Active,03-03-2023,1,10,234,96.88,29,63,UrbanTech,v1.1,0.28,0.0066,46.85,0.0,0.0,477,05-04-2024,00:45:01,USA,3631.88
D0316,Parking Sensor,05-02-2022,L0132,Los Angeles,Downtown,-34.241785,136.827926,1586,77,66 dB,10.0,1280,0.4,69,Inactive,03-03-2023,6,9,234,91.04,25,63,DeviceCorp,v1.2,0.31,0.0055,17.59,0.0,0.0,525,05-02-2022,09:19:26,USA,2340.29
D0317,Traffic Light,05-05-2022,L0890,Los Angeles,Downtown,28.103255,-52.388785,1111,99,68 dB,47.45,2047,-3.3,79,Under Maintenance,22-05-2023,28,4,234,92.44,44,78,UrbanTech,v2.0,0.23,0.0016,13.82,0.0,389.46,1515,05-05-2022,02:18:44,USA,1279.82
D0318,Pollution Sensor,16-03-2024,L0022,Houston,Downtown,47.237035,-160.356717,916,65,65 dB,23.95,2670,-2.7,40,Inactive,03-03-2023,20,1,234,96.7,28,63,SmartIoT,v2.1,0.27,0.0057,33.45,0.0,0.0,1552,16-03-2024,19:30:13,USA,1203.97
D0319,Pollution Sensor,24-09-2021,L0451,Houston,Downtown,-4.719545,-1.156298,1721,62,76 dB,43.45,1383,28.3,93,Under Maintenance,28-01-2023,25,6,234,96.4,31,63,UrbanTech,v1.1,0.3,0.0045,28.87,0.0,308.55,2342,24-09-2021,13:51:58,USA,1626.09
D0320,Public WiFi,26-04-2023,L0875,Houston,Downtown,85.612202,-116.365214,1873,90,69 dB,34.34,1359,15.1,51,Under Maintenance,11-01-2023,27,9,263,94.01,44,63,GreenTech,v1.0,0.32,0.0092,31.59,681.52,446.19,600,26-04-2023,18:01:02,USA,2971.52
D0321,Pollution Sensor,03-05-2024,L0810,Chicago,The Loop,3.655475,37.800708,1428,71,79 dB,36.67,1636,12.6,41,Under Maintenance,10-07-2024,42,2,234,92.24,33,63,SmartIoT,v2.1,0.52,0.0053,27.29,0.0,453.29,929,03-05-2024,07:19:31,USA,3715.68
D0322,Traffic Light,16-12-2022,L0932,Miami,Brickell,-87.743221,89.141044,1930,68,61 dB,15.34,1364,27.3,33,Under Maintenance,26-10-2023,16,4,234,93.32,29,95,DeviceCorp,v2.1,0.15,0.005,48.92,0.0,410.93,1414,16-12-2022,23:39:33,USA,3470.89
D0323,Parking Sensor,23-04-2023,L0265,Chicago,Lincoln Park,89.630425,-70.013793,1689,101,63 dB,20.93,1702,27.2,87,Under Maintenance,27-07-2023,42,10,234,96.33,27,63,GreenTech,v1.2,0.37,0.0033,45.86,0.0,442.18,930,23-04-2023,02:59:44,USA,1759.7
D0324,Traffic Light,20-07-2022,L0054,Miami,South Beach,-6.95117,97.101815,1963,54,67 dB,25.3,2549,33.4,41,Under Maintenance,06-04-2023,7,6,234,90.74,38,67,UrbanTech,v1.0,0.33,0.0029,33.89,0.0,215.49,955,20-07-2022,23:24:53,USA,4796.89
D0325,Pollution Sensor,26-08-2023,L0682,Seattle,Pioneer Square,-49.457256,-86.630518,1168,62,77 dB,1.13,2251,32.6,33,Under Maintenance,14-09-2024,20,0,234,97.24,48,63,SmartIoT,v2.0,0.26,0.0079,42.89,0.0,167.19,826,26-08-2023,08:56:55,USA,3820.54
D0326,Public WiFi,20-05-2023,L0035,San Francisco,Financial District,-25.465673,-9.572324,1678,84,79 dB,20.93,2259,2.7,80,Active,03-03-2023,45,0,453,97.92,39,63,GreenTech,v2.0,0.34,0.0018,51.95,766.42,0.0,300,20-05-2023,06:40:32,USA,2994.59
D0327,Smart Meter,15-04-2024,L0728,New York,Brooklyn,25.276404,-22.221496,1214,61,71 dB,40.58,2034,-5.6,75,Active,03-03-2023,17,2,234,97.36,46,63,UrbanTech,v1.2,0.41,0.0058,50.97,0.0,0.0,302,15-04-2024,20:48:41,USA,3252.74
D0328,Smart Meter,23-01-2024,L0776,Miami,Brickell,-29.267746,-63.654382,1681,64,80 dB,2.46,1653,-1.9,43,Under Maintenance,08-03-2023,33,8,234,97.03,32,63,SmartIoT,v1.0,0.13,0.0028,33.01,0.0,186.12,621,23-01-2024,16:30:42,USA,2388.2
D0329,Traffic Light,31-01-2023,L0418,Los Angeles,Hollywood,23.768965,50.264987,1733,84,71 dB,42.12,2815,26.3,99,Active,03-03-2023,31,7,234,91.56,36,1,SmartIoT,v2.0,0.43,0.0078,24.49,0.0,0.0,300,31-01-2023,12:55:05,USA,1614.79
D0330,Smart Meter,23-06-2024,L0989,San Francisco,Financial District,-25.372456,86.24605,2003,76,80 dB,15.33,1729,18.5,32,Active,03-03-2023,46,7,234,96.61,28,63,SmartIoT,v1.2,0.15,0.0062,35.56,0.0,0.0,766,23-06-2024,11:01:57,USA,2101.88
D0331,Pollution Sensor,01-02-2021,L0318,Chicago,The Loop,-18.142501,-65.105592,983,71,75 dB,13.11,1160,11.5,23,Inactive,03-03-2023,3,6,234,91.78,30,63,GreenTech,v2.0,0.28,0.0068,44.85,0.0,0.0,300,01-02-2021,19:29:00,USA,3910.31
D0332,Pollution Sensor,25-10-2021,L0913,Miami,Brickell,0.566079,130.597337,1198,73,76 dB,46.29,2166,7.5,24,Under Maintenance,25-07-2024,47,9,234,93.32,44,63,UrbanTech,v1.1,0.2,0.0031,25.37,0.0,385.56,1256,25-10-2021,15:05:40,USA,564.77
